labeller_id,qa_id,story_name,section_id,section,source,split,question,answer,readability,relevancy_q,relevancy_a,readability_new,relevancy_q_new,relevancy_a_new,diff_readability,diff_relevancy_q,diff_relevancy_a
1,503,golden-goose,62,"so then dullhead said: 'father, let me go out and cut wood.'but his father answered: 'both your brothers have injured themselves. you had better leave it alone; you know nothing about it.'but dullhead begged so hard to be allowed to go that at last his father said: 'very well, then-go. perhaps when you have hurt yourself, you may learn to know better.' his mother only gave him a very plain cake made with water and baked in the cinders, and a bottle of sour beer .",groundtruth,test,who will dullhead meet in the forest ?,the little grey old man .,5,5,5,5,2,1,0,3,4
1,508,golden-goose,62,"so then dullhead said: 'father, let me go out and cut wood.'but his father answered: 'both your brothers have injured themselves. you had better leave it alone; you know nothing about it.'but dullhead begged so hard to be allowed to go that at last his father said: 'very well, then-go. perhaps when you have hurt yourself, you may learn to know better.' his mother only gave him a very plain cake made with water and baked in the cinders, and a bottle of sour beer .",Ours,test,what did dullhead's mother give him?,sour beer.,5,5,4,4,3,1,1,2,3
1,513,golden-goose,63,"when he got to the forest, he too met the little grey old man, who greeted him and said: 'give me a piece of your cake and a draught from your bottle; i am so hungry and thirsty.'and dullhead replied: 'i've only got a cinder-cake and some sour beer, but if you care to have that, let us sit down and eat.'so they sat down, and when dullhead brought out his cake he found it had turned into a fine rich cake, and the sour beer into excellent wine. then they ate and drank, and when they had finished the little man said: 'now i will bring you luck, because you have a kind heart and are willing to share what you have with others. there stands an old tree; cut it down, and amongst its roots you'll find something.' with that the little man took leave .",PAQ,test,who greeted val when he got to the forest?,the little grey old man.,2,3,3,5,4,3,3,1,0
1,514,golden-goose,63,"when he got to the forest, he too met the little grey old man, who greeted him and said: 'give me a piece of your cake and a draught from your bottle; i am so hungry and thirsty.'and dullhead replied: 'i've only got a cinder-cake and some sour beer, but if you care to have that, let us sit down and eat.'so they sat down, and when dullhead brought out his cake he found it had turned into a fine rich cake, and the sour beer into excellent wine. then they ate and drank, and when they had finished the little man said: 'now i will bring you luck, because you have a kind heart and are willing to share what you have with others. there stands an old tree; cut it down, and amongst its roots you'll find something.' with that the little man took leave .",PAQ,test,what did the little grey old man bring to dullhead?,luck.,5,5,5,4,3,2,1,2,3
1,517,golden-goose,63,"when he got to the forest, he too met the little grey old man, who greeted him and said: 'give me a piece of your cake and a draught from your bottle; i am so hungry and thirsty.'and dullhead replied: 'i've only got a cinder-cake and some sour beer, but if you care to have that, let us sit down and eat.'so they sat down, and when dullhead brought out his cake he found it had turned into a fine rich cake, and the sour beer into excellent wine. then they ate and drank, and when they had finished the little man said: 'now i will bring you luck, because you have a kind heart and are willing to share what you have with others. there stands an old tree; cut it down, and amongst its roots you'll find something.' with that the little man took leave .",Ours,test,what did the sour beer turn into?,excellent wine.,5,5,5,5,3,2,0,2,3
1,569,old-hop-giant,70,"once upon a time there were two neighbors: one of them rich and theother poor. they owned a great meadow in common, which they weresupposed to mow together and then divide the hay .",PAQ,test,who are the two neighbors in val?,rich and theother poor.,1,3,3,4,4,3,3,1,0
1,576,old-hop-giant,71,"but the rich neighbor wanted the meadow for himself alone, and toldthe poor one that he would drive him out of house and home if he didnot come to an agreement with him that whichever one of them mowed thelargest stretch of the meadowland in a single day, should receive theentire meadow .",PAQ,test,what did the rich neighbor tell the poor one that if he mowed the largest stretch?,theentire meadow.,5,5,5,4,2,2,1,3,3
1,578,old-hop-giant,71,"but the rich neighbor wanted the meadow for himself alone, and toldthe poor one that he would drive him out of house and home if he didnot come to an agreement with him that whichever one of them mowed thelargest stretch of the meadowland in a single day, should receive theentire meadow .",Ours,test,who wanted the meadow for himself alone?,the rich neighbor.,5,5,5,4,4,2,1,1,3
1,579,old-hop-giant,71,"but the rich neighbor wanted the meadow for himself alone, and toldthe poor one that he would drive him out of house and home if he didnot come to an agreement with him that whichever one of them mowed thelargest stretch of the meadowland in a single day, should receive theentire meadow .",Ours,test,where did the rich neighbor want to keep?,the meadowland.,3,5,5,3,2,2,0,3,3
1,580,old-hop-giant,71,"but the rich neighbor wanted the meadow for himself alone, and toldthe poor one that he would drive him out of house and home if he didnot come to an agreement with him that whichever one of them mowed thelargest stretch of the meadowland in a single day, should receive theentire meadow .",Ours,test,what did the rich neighbor want for himself alone?,the meadow.,5,5,5,4,3,2,1,2,3
1,581,old-hop-giant,72,"now the rich neighbor got together as many mowers as ever he could;but the poor one could not hire a single man. at last he despairedaltogether and wept, because he did not know how he could manage toget so much as a bit of hay for the cow .",groundtruth,test,how did the poor neighbor feel about the agreement ?,despaired .,5,5,5,4,2,2,1,3,3
1,583,old-hop-giant,72,"now the rich neighbor got together as many mowers as ever he could;but the poor one could not hire a single man. at last he despairedaltogether and wept, because he did not know how he could manage toget so much as a bit of hay for the cow .",PAQ,test,what did the poor neighbor do when he couldn't get enough hay for his cow?,wept.,5,5,4,4,4,1,1,1,3
1,584,old-hop-giant,72,"now the rich neighbor got together as many mowers as ever he could;but the poor one could not hire a single man. at last he despairedaltogether and wept, because he did not know how he could manage toget so much as a bit of hay for the cow .",PAQ,test,who got together as many mowers as they could?,rich neighbor.,5,5,5,5,4,2,0,1,3
1,586,old-hop-giant,72,"now the rich neighbor got together as many mowers as ever he could;but the poor one could not hire a single man. at last he despairedaltogether and wept, because he did not know how he could manage toget so much as a bit of hay for the cow .",Ours,test,who got together as many mowers?,the rich neighbor.,5,5,5,4,4,2,1,1,3
1,587,old-hop-giant,72,"now the rich neighbor got together as many mowers as ever he could;but the poor one could not hire a single man. at last he despairedaltogether and wept, because he did not know how he could manage toget so much as a bit of hay for the cow .",Ours,test,who could the neighbor not hire?,a single man.,1,2,1,4,3,2,3,1,1
1,588,old-hop-giant,72,"now the rich neighbor got together as many mowers as ever he could;but the poor one could not hire a single man. at last he despairedaltogether and wept, because he did not know how he could manage toget so much as a bit of hay for the cow .",Ours,test,what did the neighbor need to get hay for?,the cow.,5,5,5,4,4,2,1,1,3
1,593,old-hop-giant,73,"then it was that a large man stepped up to him and said: ""do notgrieve so. i can tell you what you ought to do. when the mowingbegins, just call out 'old hopgiant!' three times in succession, andyou'll not be at a loss, as you shall see for yourself."" and with thathe disappeared .",PAQ,test,who said do notrieve so i can tell you what you ought to do?,large man.,2,4,4,5,4,2,3,0,2
1,879,old-dschang,107,"once upon a time there was a man who went by the name of old dschang. he lived in the country, near yangdschou, as a gardener. his neighbor, named sir we, held an official position in yangdschou. sir we had decided that it was time for his daughter to marry, so he sent for a match-maker and commissioned her to find a suitable husband. old dschang heard this, and was pleased. he prepared food and drink, entertained the match-maker, and told her to recommend him as a husband. but the old match-maker went off scolding .",PAQ,val,what was the name of the man who served as the matchmaker?,old dschang.,3,1,1,4,4,3,1,3,2
1,880,old-dschang,107,"once upon a time there was a man who went by the name of old dschang. he lived in the country, near yangdschou, as a gardener. his neighbor, named sir we, held an official position in yangdschou. sir we had decided that it was time for his daughter to marry, so he sent for a match-maker and commissioned her to find a suitable husband. old dschang heard this, and was pleased. he prepared food and drink, entertained the match-maker, and told her to recommend him as a husband. but the old match-maker went off scolding .",PAQ,val,who did the old dschang hire to help him find a suitable husband?,match-maker.,2,1,1,4,4,2,2,3,1
1,882,old-dschang,107,"once upon a time there was a man who went by the name of old dschang. he lived in the country, near yangdschou, as a gardener. his neighbor, named sir we, held an official position in yangdschou. sir we had decided that it was time for his daughter to marry, so he sent for a match-maker and commissioned her to find a suitable husband. old dschang heard this, and was pleased. he prepared food and drink, entertained the match-maker, and told her to recommend him as a husband. but the old match-maker went off scolding .",Ours,val,where did sir we live?,yangdschou.,5,5,5,4,4,2,1,1,3
1,890,old-dschang,108,"once upon a time there was a man who went by the name of old dschang. he lived in the country, near yangdschou, as a gardener. his neighbor, named sir we, held an official position in yangdschou. sir we had decided that it was time for his daughter to marry, so he sent for a match-maker and commissioned her to find a suitable husband. old dschang heard this, and was pleased. he prepared food and drink, entertained the match-maker, and told her to recommend him as a husband. but the old match-maker went off scolding.the next day he invited her to dinner again and gave her money. then the old match-maker said: ""you do not know what you wish! why should a gentleman's beautiful daughter condescend to marry a poor old gardener like yourself? even though you had money to burn, your white hair would not match her black locks. such a marriage is out of the question!""but old dschang did not cease to entreat her: ""make an attempt, just one attempt, to mention me! if they will not listen to you, then i must resign myself to my fate!"" .",Ours,val,who did dschang invite to dinner again?,the old match-maker.,5,5,5,5,3,2,0,2,3
1,894,old-dschang,109,"the next day he invited her to dinner again and gave her money. then the old match-maker said: ""you do not know what you wish! why should a gentleman's beautiful daughter condescend to marry a poor old gardener like yourself? even though you had money to burn, your white hair would not match her black locks. such a marriage is out of the question!""but old dschang did not cease to entreat her: ""make an attempt, just one attempt, to mention me! if they will not listen to you, then i must resign myself to my fate!""the old match-maker had taken his money, so she could not well refuse, and though she feared being scolded, she mentioned him to sir we. he grew angry and wanted to throw her out of the house.""i knew you would not thank me,"" said she, ""but the old man urged it so that i could not refuse to mention his intention.""""tell the old man that if this very day he brings me two white jade-stones, and four hundred ounces of yellow gold, then i will give him my daughter's hand in marriage."" .",PAQ,val,what did the old matchmaker look at val when she mentioned him?,angry.,2,2,1,5,2,2,3,0,1
1,895,old-dschang,109,"the next day he invited her to dinner again and gave her money. then the old match-maker said: ""you do not know what you wish! why should a gentleman's beautiful daughter condescend to marry a poor old gardener like yourself? even though you had money to burn, your white hair would not match her black locks. such a marriage is out of the question!""but old dschang did not cease to entreat her: ""make an attempt, just one attempt, to mention me! if they will not listen to you, then i must resign myself to my fate!""the old match-maker had taken his money, so she could not well refuse, and though she feared being scolded, she mentioned him to sir we. he grew angry and wanted to throw her out of the house.""i knew you would not thank me,"" said she, ""but the old man urged it so that i could not refuse to mention his intention.""""tell the old man that if this very day he brings me two white jade-stones, and four hundred ounces of yellow gold, then i will give him my daughter's hand in marriage."" .",Ours,val,who took the husband's money?,the old match-maker.,5,5,5,4,2,1,1,3,4
1,897,old-dschang,109,"the next day he invited her to dinner again and gave her money. then the old match-maker said: ""you do not know what you wish! why should a gentleman's beautiful daughter condescend to marry a poor old gardener like yourself? even though you had money to burn, your white hair would not match her black locks. such a marriage is out of the question!""but old dschang did not cease to entreat her: ""make an attempt, just one attempt, to mention me! if they will not listen to you, then i must resign myself to my fate!""the old match-maker had taken his money, so she could not well refuse, and though she feared being scolded, she mentioned him to sir we. he grew angry and wanted to throw her out of the house.""i knew you would not thank me,"" said she, ""but the old man urged it so that i could not refuse to mention his intention.""""tell the old man that if this very day he brings me two white jade-stones, and four hundred ounces of yellow gold, then i will give him my daughter's hand in marriage."" .",Ours,val,what happened after the old man told his wife about her match-maker?,he grew angry.,2,2,2,5,2,1,3,0,1
1,898,old-dschang,110,"but he only wished to mock the old man's folly, for he knew that the latter could not give him anything of the kind. the match-maker went to old dschang and delivered the message. and he made no objection; but at once brought the exact quantity of gold and jewels to sir we's house. the latter was very much frightened and when his wife heard of it, she began to weep and wail loudly. but the girl encouraged her mother: ""my father has given his word now and cannot break it. i will know how to bear my fate.""so sir we's daughter was married to old dschang. but even after the wedding the latter did not give up his work as a gardener. he spaded the field and sold vegetables as usual, and his wife had to fetch water and build the kitchen fire herself. but she did her work without false shame and, though her relatives reproached her, she continued to do so .",groundtruth,val,how did sir we's wife feel when old dschang brought the exact quantity of gold and jewels ?,sad .,5,5,5,5,4,2,0,1,3
1,901,old-dschang,110,"but he only wished to mock the old man's folly, for he knew that the latter could not give him anything of the kind. the match-maker went to old dschang and delivered the message. and he made no objection; but at once brought the exact quantity of gold and jewels to sir we's house. the latter was very much frightened and when his wife heard of it, she began to weep and wail loudly. but the girl encouraged her mother: ""my father has given his word now and cannot break it. i will know how to bear my fate.""so sir we's daughter was married to old dschang. but even after the wedding the latter did not give up his work as a gardener. he spaded the field and sold vegetables as usual, and his wife had to fetch water and build the kitchen fire herself. but she did her work without false shame and, though her relatives reproached her, she continued to do so .",PAQ,val,who did the matchmaker go to to deliver the message?,old dschang.,5,5,5,5,4,2,0,1,3
1,903,old-dschang,110,"but he only wished to mock the old man's folly, for he knew that the latter could not give him anything of the kind. the match-maker went to old dschang and delivered the message. and he made no objection; but at once brought the exact quantity of gold and jewels to sir we's house. the latter was very much frightened and when his wife heard of it, she began to weep and wail loudly. but the girl encouraged her mother: ""my father has given his word now and cannot break it. i will know how to bear my fate.""so sir we's daughter was married to old dschang. but even after the wedding the latter did not give up his work as a gardener. he spaded the field and sold vegetables as usual, and his wife had to fetch water and build the kitchen fire herself. but she did her work without false shame and, though her relatives reproached her, she continued to do so .",PAQ,val,who did the matchmaker marry?,old dschang.,1,1,1,5,4,2,4,3,1
1,962,magic-apples,118,"once upon a time there was a lad who was better off than all the others.he was never short of money, for he had a purse which was never empty.he never was short of food, for he had a table-cloth on which, as soonas he spread it, he found all he wanted to eat and drink. and, besides,he had a magic wishing cap. when he put it on he could wish himselfwherever he wanted, and there he would be that very moment.there was only one thing that he lacked: he had no wife, and he wasgradually coming into the years when it would be necessary for him tomake haste .",PAQ,val,what did val have when he put on his cap?,magic wishing cap.,2,1,1,4,4,3,2,3,2
1,963,magic-apples,118,"once upon a time there was a lad who was better off than all the others.he was never short of money, for he had a purse which was never empty.he never was short of food, for he had a table-cloth on which, as soonas he spread it, he found all he wanted to eat and drink. and, besides,he had a magic wishing cap. when he put it on he could wish himselfwherever he wanted, and there he would be that very moment.there was only one thing that he lacked: he had no wife, and he wasgradually coming into the years when it would be necessary for him tomake haste .",PAQ,val,what did val have that was never empty?,purse.,2,1,2,4,4,2,2,3,0
1,965,magic-apples,118,"once upon a time there was a lad who was better off than all the others.he was never short of money, for he had a purse which was never empty.he never was short of food, for he had a table-cloth on which, as soonas he spread it, he found all he wanted to eat and drink. and, besides,he had a magic wishing cap. when he put it on he could wish himselfwherever he wanted, and there he would be that very moment.there was only one thing that he lacked: he had no wife, and he wasgradually coming into the years when it would be necessary for him tomake haste .",Ours,val,who was better off than all the others?,a lad.,5,5,5,5,3,2,0,2,3
1,966,magic-apples,118,"once upon a time there was a lad who was better off than all the others.he was never short of money, for he had a purse which was never empty.he never was short of food, for he had a table-cloth on which, as soonas he spread it, he found all he wanted to eat and drink. and, besides,he had a magic wishing cap. when he put it on he could wish himselfwherever he wanted, and there he would be that very moment.there was only one thing that he lacked: he had no wife, and he wasgradually coming into the years when it would be necessary for him tomake haste .",Ours,val,what did the lad have that made him never short of food?,a table-cloth.,5,5,5,5,3,2,0,2,3
1,970,magic-apples,119,"once upon a time there was a lad who was better off than all the others.he was never short of money, for he had a purse which was never empty.he never was short of food, for he had a table-cloth on which, as soonas he spread it, he found all he wanted to eat and drink. and, besides,he had a magic wishing cap. when he put it on he could wish himselfwherever he wanted, and there he would be that very moment.there was only one thing that he lacked: he had no wife, and he wasgradually coming into the years when it would be necessary for him tomake haste.as he was walking sadly along one fine day, it occurred to him to wishhimself where he would find the most beautiful princess in the world. nosooner had he thought of it than he was there. and it was a land whichhe had never yet seen, and a city in which he had never yet been. andthe king had a daughter, so handsome that he had never yet beheld herlike, and he wanted to have her on the spot. but she would have nothingto do with him, and was very haughty .",PAQ,val,who was the first person to see the most beautiful princess in the world?,nosooner.,1,1,1,5,4,1,4,3,0
1,972,magic-apples,119,"once upon a time there was a lad who was better off than all the others.he was never short of money, for he had a purse which was never empty.he never was short of food, for he had a table-cloth on which, as soonas he spread it, he found all he wanted to eat and drink. and, besides,he had a magic wishing cap. when he put it on he could wish himselfwherever he wanted, and there he would be that very moment.there was only one thing that he lacked: he had no wife, and he wasgradually coming into the years when it would be necessary for him tomake haste.as he was walking sadly along one fine day, it occurred to him to wishhimself where he would find the most beautiful princess in the world. nosooner had he thought of it than he was there. and it was a land whichhe had never yet seen, and a city in which he had never yet been. andthe king had a daughter, so handsome that he had never yet beheld herlike, and he wanted to have her on the spot. but she would have nothingto do with him, and was very haughty .",PAQ,val,what did the king want to have with val?,daughter.,1,1,1,4,2,1,3,1,0
1,974,magic-apples,119,"once upon a time there was a lad who was better off than all the others.he was never short of money, for he had a purse which was never empty.he never was short of food, for he had a table-cloth on which, as soonas he spread it, he found all he wanted to eat and drink. and, besides,he had a magic wishing cap. when he put it on he could wish himselfwherever he wanted, and there he would be that very moment.there was only one thing that he lacked: he had no wife, and he wasgradually coming into the years when it would be necessary for him tomake haste.as he was walking sadly along one fine day, it occurred to him to wishhimself where he would find the most beautiful princess in the world. nosooner had he thought of it than he was there. and it was a land whichhe had never yet seen, and a city in which he had never yet been. andthe king had a daughter, so handsome that he had never yet beheld herlike, and he wanted to have her on the spot. but she would have nothingto do with him, and was very haughty .",Ours,val,where did the youngest prince wish to find a princess?,a land.,3,1,1,5,4,1,2,3,0
1,976,magic-apples,120,"finally he despaired altogether, and was so beside himself that he couldno longer be where she was not. so he took his magic cap and wishedhimself into the castle. he wanted to say good-by, so he said. and shelaid her hand in his. ""i wish we were far beyond the end of the world!""said the youth, and there they were. but the king's daughter wept, andbegged to be allowed to go home again. he could have all the gold andsilver in the castle in return. ""i have money enough for myself,"" saidthe youth, and he shook his purse so that money just rolled about. hecould sit down at the royal table and eat the finest food, and drink thefinest wines, said she. ""i have enough to eat and drink myself,"" saidthe youth. ""see, you can sit down at the table,"" said he, and at once hespread his table-cloth. and there stood a table covered with the bestone might wish; and the king himself ate no better .",groundtruth,val,how did the lad feel about the princess not wanting to marry him ?,despaired .,5,5,5,5,4,2,0,1,3
1,980,magic-apples,120,"finally he despaired altogether, and was so beside himself that he couldno longer be where she was not. so he took his magic cap and wishedhimself into the castle. he wanted to say good-by, so he said. and shelaid her hand in his. ""i wish we were far beyond the end of the world!""said the youth, and there they were. but the king's daughter wept, andbegged to be allowed to go home again. he could have all the gold andsilver in the castle in return. ""i have money enough for myself,"" saidthe youth, and he shook his purse so that money just rolled about. hecould sit down at the royal table and eat the finest food, and drink thefinest wines, said she. ""i have enough to eat and drink myself,"" saidthe youth. ""see, you can sit down at the table,"" said he, and at once hespread his table-cloth. and there stood a table covered with the bestone might wish; and the king himself ate no better .",PAQ,val,what did val take to the castle?,his magic cap.,1,1,1,4,4,4,3,3,3
1,981,magic-apples,120,"finally he despaired altogether, and was so beside himself that he couldno longer be where she was not. so he took his magic cap and wishedhimself into the castle. he wanted to say good-by, so he said. and shelaid her hand in his. ""i wish we were far beyond the end of the world!""said the youth, and there they were. but the king's daughter wept, andbegged to be allowed to go home again. he could have all the gold andsilver in the castle in return. ""i have money enough for myself,"" saidthe youth, and he shook his purse so that money just rolled about. hecould sit down at the royal table and eat the finest food, and drink thefinest wines, said she. ""i have enough to eat and drink myself,"" saidthe youth. ""see, you can sit down at the table,"" said he, and at once hespread his table-cloth. and there stood a table covered with the bestone might wish; and the king himself ate no better .",PAQ,val,what item did val take to the castle?,magic cap.,1,1,1,4,4,2,3,3,1
1,982,magic-apples,120,"finally he despaired altogether, and was so beside himself that he couldno longer be where she was not. so he took his magic cap and wishedhimself into the castle. he wanted to say good-by, so he said. and shelaid her hand in his. ""i wish we were far beyond the end of the world!""said the youth, and there they were. but the king's daughter wept, andbegged to be allowed to go home again. he could have all the gold andsilver in the castle in return. ""i have money enough for myself,"" saidthe youth, and he shook his purse so that money just rolled about. hecould sit down at the royal table and eat the finest food, and drink thefinest wines, said she. ""i have enough to eat and drink myself,"" saidthe youth. ""see, you can sit down at the table,"" said he, and at once hespread his table-cloth. and there stood a table covered with the bestone might wish; and the king himself ate no better .",Ours,val,who did the youth wish was far beyond end of world?,the king's daughter.,2,1,1,5,4,3,3,3,2
1,983,magic-apples,120,"finally he despaired altogether, and was so beside himself that he couldno longer be where she was not. so he took his magic cap and wishedhimself into the castle. he wanted to say good-by, so he said. and shelaid her hand in his. ""i wish we were far beyond the end of the world!""said the youth, and there they were. but the king's daughter wept, andbegged to be allowed to go home again. he could have all the gold andsilver in the castle in return. ""i have money enough for myself,"" saidthe youth, and he shook his purse so that money just rolled about. hecould sit down at the royal table and eat the finest food, and drink thefinest wines, said she. ""i have enough to eat and drink myself,"" saidthe youth. ""see, you can sit down at the table,"" said he, and at once hespread his table-cloth. and there stood a table covered with the bestone might wish; and the king himself ate no better .",Ours,val,where did the youth wish to go?,the castle.,4,4,4,4,3,1,0,1,3
1,987,magic-apples,121,"after they had eaten, the king's daughter said: ""o, do look at thehandsome apples up there on the tree! if you were really kind, you wouldfetch me down a couple of them!"" the youth was not lazy, and climbed up.but he had forgotten his table-cloth and his purse, and these she took.and while he was shaking down the apples his cap fell off. she at onceput it on and wished herself back in her own room, and there she wasthat minute.""you might have known it,"" said the youth to himself, and hurried downthe tree. he began to cry and did not know what to do. and as he wassitting there, he sampled the apples which he had thrown down. no soonerhad he tried one than he had a strange feeling in his head, and when helooked more closely, he had a pair of horns. ""well, now it can do me nomore harm,"" said he, and calmly went on eating the apples. but suddenlythe horns had disappeared, and he was as before. ""good enough!"" said theyouth. and with that he put the apples in his pocket, and set out tosearch for the king's daughter .",groundtruth,val,how did the lad feel when the king's daughter stole his things ?,hopeless .,5,5,5,5,4,2,0,1,3
2,306,the-enchanted-deer,39,"a young man was out walking one day in erin, leading a stout cart-horseby the bridle. he was thinking of his mother and how poor they weresince his father, who was a fisherman, had been drowned at sea, andwondering what he should do to earn a living for both of them. suddenlya hand was laid on his shoulder, and a voice said to him:'will you sell me your horse, son of the fisherman?' and looking up hebeheld a man standing in the road with a gun in his hand, a falcon onhis shoulder, and a dog by his side.'what will you give me for my horse?' asked the youth. 'will you give meyour gun, and your dog, and your falcon?' .",groundtruth,test,who was the fisherman that drowned at sea ?,his father .,5,5,5,5.0,5.0,2.0,0,0,3
