labeller_id,qa_id,story_name,section_id,section,source,split,question,answer,readability,relevancy_q,relevancy_a,readability_new,relevancy_q_new,relevancy_a_new,diff_readability,diff_relevancy_q,diff_relevancy_a
0,8,enchanted-wreath,1,"one day the man called to his daughter and bade her come with him into the forest to cut wood. they worked hard all day, but in spite of the chopping they were very cold, for it rained heavily, and when they returned home, they were wet through. then, to his vexation, the man found that he had left his axe behind him, and he knew that if it lay all night in the mud it would become rusty and useless. so he said to his wife:'i have dropped my axe in the forest, bid your daughter go and fetch it, for mine has worked hard all day and is both wet and weary.' .",groundtruth,test,what did the man realize when he got home ?,he left his axe behind .,5,5,5,4,5,5,1,0,0
4,8,enchanted-wreath,1,"one day the man called to his daughter and bade her come with him into the forest to cut wood. they worked hard all day, but in spite of the chopping they were very cold, for it rained heavily, and when they returned home, they were wet through. then, to his vexation, the man found that he had left his axe behind him, and he knew that if it lay all night in the mud it would become rusty and useless. so he said to his wife:'i have dropped my axe in the forest, bid your daughter go and fetch it, for mine has worked hard all day and is both wet and weary.' .",groundtruth,test,what did the man realize when he got home ?,he left his axe behind .,5,,,5,5,5,0,,
0,9,enchanted-wreath,1,"one day the man called to his daughter and bade her come with him into the forest to cut wood. they worked hard all day, but in spite of the chopping they were very cold, for it rained heavily, and when they returned home, they were wet through. then, to his vexation, the man found that he had left his axe behind him, and he knew that if it lay all night in the mud it would become rusty and useless. so he said to his wife:'i have dropped my axe in the forest, bid your daughter go and fetch it, for mine has worked hard all day and is both wet and weary.' .",groundtruth,test,where did the man leave his axe ?,in the forest .,5,5,5,5,5,5,0,0,0
4,9,enchanted-wreath,1,"one day the man called to his daughter and bade her come with him into the forest to cut wood. they worked hard all day, but in spite of the chopping they were very cold, for it rained heavily, and when they returned home, they were wet through. then, to his vexation, the man found that he had left his axe behind him, and he knew that if it lay all night in the mud it would become rusty and useless. so he said to his wife:'i have dropped my axe in the forest, bid your daughter go and fetch it, for mine has worked hard all day and is both wet and weary.' .",groundtruth,test,where did the man leave his axe ?,in the forest .,5,5,5,5,5,5,0,0,0
0,10,enchanted-wreath,1,"one day the man called to his daughter and bade her come with him into the forest to cut wood. they worked hard all day, but in spite of the chopping they were very cold, for it rained heavily, and when they returned home, they were wet through. then, to his vexation, the man found that he had left his axe behind him, and he knew that if it lay all night in the mud it would become rusty and useless. so he said to his wife:'i have dropped my axe in the forest, bid your daughter go and fetch it, for mine has worked hard all day and is both wet and weary.' .",groundtruth,test,why did the man want the wife's daughter to fetch the axe ?,his daughter worked hard all day and was wet and weary .,5,5,5,5,5,5,0,0,0
4,10,enchanted-wreath,1,"one day the man called to his daughter and bade her come with him into the forest to cut wood. they worked hard all day, but in spite of the chopping they were very cold, for it rained heavily, and when they returned home, they were wet through. then, to his vexation, the man found that he had left his axe behind him, and he knew that if it lay all night in the mud it would become rusty and useless. so he said to his wife:'i have dropped my axe in the forest, bid your daughter go and fetch it, for mine has worked hard all day and is both wet and weary.' .",groundtruth,test,why did the man want the wife's daughter to fetch the axe ?,his daughter worked hard all day and was wet and weary .,5,5,5,5,5,5,0,0,0
0,11,enchanted-wreath,1,"one day the man called to his daughter and bade her come with him into the forest to cut wood. they worked hard all day, but in spite of the chopping they were very cold, for it rained heavily, and when they returned home, they were wet through. then, to his vexation, the man found that he had left his axe behind him, and he knew that if it lay all night in the mud it would become rusty and useless. so he said to his wife:'i have dropped my axe in the forest, bid your daughter go and fetch it, for mine has worked hard all day and is both wet and weary.' .",PAQ,test,what did val say he dropped in the forest?,axe.,3,5,5,4,5,2,1,0,3
4,11,enchanted-wreath,1,"one day the man called to his daughter and bade her come with him into the forest to cut wood. they worked hard all day, but in spite of the chopping they were very cold, for it rained heavily, and when they returned home, they were wet through. then, to his vexation, the man found that he had left his axe behind him, and he knew that if it lay all night in the mud it would become rusty and useless. so he said to his wife:'i have dropped my axe in the forest, bid your daughter go and fetch it, for mine has worked hard all day and is both wet and weary.' .",PAQ,test,what did val say he dropped in the forest?,axe.,5,5,5,5,3,4,0,2,1
0,12,enchanted-wreath,1,"one day the man called to his daughter and bade her come with him into the forest to cut wood. they worked hard all day, but in spite of the chopping they were very cold, for it rained heavily, and when they returned home, they were wet through. then, to his vexation, the man found that he had left his axe behind him, and he knew that if it lay all night in the mud it would become rusty and useless. so he said to his wife:'i have dropped my axe in the forest, bid your daughter go and fetch it, for mine has worked hard all day and is both wet and weary.' .",PAQ,test,who did val say he dropped his axe in the forest?,his daughter.,3,3,1,1,3,1,2,0,0
4,12,enchanted-wreath,1,"one day the man called to his daughter and bade her come with him into the forest to cut wood. they worked hard all day, but in spite of the chopping they were very cold, for it rained heavily, and when they returned home, they were wet through. then, to his vexation, the man found that he had left his axe behind him, and he knew that if it lay all night in the mud it would become rusty and useless. so he said to his wife:'i have dropped my axe in the forest, bid your daughter go and fetch it, for mine has worked hard all day and is both wet and weary.' .",PAQ,test,who did val say he dropped his axe in the forest?,his daughter.,3,3,1,3,5,1,0,2,0
0,13,enchanted-wreath,1,"one day the man called to his daughter and bade her come with him into the forest to cut wood. they worked hard all day, but in spite of the chopping they were very cold, for it rained heavily, and when they returned home, they were wet through. then, to his vexation, the man found that he had left his axe behind him, and he knew that if it lay all night in the mud it would become rusty and useless. so he said to his wife:'i have dropped my axe in the forest, bid your daughter go and fetch it, for mine has worked hard all day and is both wet and weary.' .",PAQ,test,what did val do with his daughter?,cut wood.,3,5,5,4,5,5,1,0,0
4,13,enchanted-wreath,1,"one day the man called to his daughter and bade her come with him into the forest to cut wood. they worked hard all day, but in spite of the chopping they were very cold, for it rained heavily, and when they returned home, they were wet through. then, to his vexation, the man found that he had left his axe behind him, and he knew that if it lay all night in the mud it would become rusty and useless. so he said to his wife:'i have dropped my axe in the forest, bid your daughter go and fetch it, for mine has worked hard all day and is both wet and weary.' .",PAQ,test,what did val do with his daughter?,cut wood.,5,5,5,5,3,4,0,2,1
0,14,enchanted-wreath,1,"one day the man called to his daughter and bade her come with him into the forest to cut wood. they worked hard all day, but in spite of the chopping they were very cold, for it rained heavily, and when they returned home, they were wet through. then, to his vexation, the man found that he had left his axe behind him, and he knew that if it lay all night in the mud it would become rusty and useless. so he said to his wife:'i have dropped my axe in the forest, bid your daughter go and fetch it, for mine has worked hard all day and is both wet and weary.' .",Ours,test,who dropped their axe in the forest?,the man.,5,5,5,5,5,5,0,0,0
4,14,enchanted-wreath,1,"one day the man called to his daughter and bade her come with him into the forest to cut wood. they worked hard all day, but in spite of the chopping they were very cold, for it rained heavily, and when they returned home, they were wet through. then, to his vexation, the man found that he had left his axe behind him, and he knew that if it lay all night in the mud it would become rusty and useless. so he said to his wife:'i have dropped my axe in the forest, bid your daughter go and fetch it, for mine has worked hard all day and is both wet and weary.' .",Ours,test,who dropped their axe in the forest?,the man.,5,5,5,5,4,5,0,1,0
0,15,enchanted-wreath,1,"one day the man called to his daughter and bade her come with him into the forest to cut wood. they worked hard all day, but in spite of the chopping they were very cold, for it rained heavily, and when they returned home, they were wet through. then, to his vexation, the man found that he had left his axe behind him, and he knew that if it lay all night in the mud it would become rusty and useless. so he said to his wife:'i have dropped my axe in the forest, bid your daughter go and fetch it, for mine has worked hard all day and is both wet and weary.' .",Ours,test,why were the daughter and man cold?,they worked hard all day.,5,5,3,3,4,1,2,1,2
4,15,enchanted-wreath,1,"one day the man called to his daughter and bade her come with him into the forest to cut wood. they worked hard all day, but in spite of the chopping they were very cold, for it rained heavily, and when they returned home, they were wet through. then, to his vexation, the man found that he had left his axe behind him, and he knew that if it lay all night in the mud it would become rusty and useless. so he said to his wife:'i have dropped my axe in the forest, bid your daughter go and fetch it, for mine has worked hard all day and is both wet and weary.' .",Ours,test,why were the daughter and man cold?,they worked hard all day.,4,5,1,5,5,1,1,0,0
0,16,enchanted-wreath,1,"one day the man called to his daughter and bade her come with him into the forest to cut wood. they worked hard all day, but in spite of the chopping they were very cold, for it rained heavily, and when they returned home, they were wet through. then, to his vexation, the man found that he had left his axe behind him, and he knew that if it lay all night in the mud it would become rusty and useless. so he said to his wife:'i have dropped my axe in the forest, bid your daughter go and fetch it, for mine has worked hard all day and is both wet and weary.' .",Ours,test,where did the man drop his axe?,the forest.,5,5,5,5,5,3,0,0,2
4,16,enchanted-wreath,1,"one day the man called to his daughter and bade her come with him into the forest to cut wood. they worked hard all day, but in spite of the chopping they were very cold, for it rained heavily, and when they returned home, they were wet through. then, to his vexation, the man found that he had left his axe behind him, and he knew that if it lay all night in the mud it would become rusty and useless. so he said to his wife:'i have dropped my axe in the forest, bid your daughter go and fetch it, for mine has worked hard all day and is both wet and weary.' .",Ours,test,where did the man drop his axe?,the forest.,5,5,5,5,5,4,0,0,1
0,17,enchanted-wreath,2,"but the wife answered:'if your daughter is wet already, it is all the more reason that she should go and get the axe. besides, she is a great strong girl, and a little rain will not hurt her, while my daughter would be sure to catch a bad cold.'by long experience the man knew there was no good saying any more, and with a sigh he told the poor girl she must return to the forest for the axe .",groundtruth,test,why did the wife not want her daughter to fetch the axe ?,her daughter would be sure to catch a bad cold .,5,5,5,5,5,5,0,0,0
4,17,enchanted-wreath,2,"but the wife answered:'if your daughter is wet already, it is all the more reason that she should go and get the axe. besides, she is a great strong girl, and a little rain will not hurt her, while my daughter would be sure to catch a bad cold.'by long experience the man knew there was no good saying any more, and with a sigh he told the poor girl she must return to the forest for the axe .",groundtruth,test,why did the wife not want her daughter to fetch the axe ?,her daughter would be sure to catch a bad cold .,5,5,5,5,5,5,0,0,0
0,18,enchanted-wreath,2,"but the wife answered:'if your daughter is wet already, it is all the more reason that she should go and get the axe. besides, she is a great strong girl, and a little rain will not hurt her, while my daughter would be sure to catch a bad cold.'by long experience the man knew there was no good saying any more, and with a sigh he told the poor girl she must return to the forest for the axe .",PAQ,test,what did val say would not hurt him?,rain.,3,5,5,3,2,3,0,3,2
4,18,enchanted-wreath,2,"but the wife answered:'if your daughter is wet already, it is all the more reason that she should go and get the axe. besides, she is a great strong girl, and a little rain will not hurt her, while my daughter would be sure to catch a bad cold.'by long experience the man knew there was no good saying any more, and with a sigh he told the poor girl she must return to the forest for the axe .",PAQ,test,what did val say would not hurt him?,rain.,4,3,2,5,2,2,1,1,0
0,19,enchanted-wreath,2,"but the wife answered:'if your daughter is wet already, it is all the more reason that she should go and get the axe. besides, she is a great strong girl, and a little rain will not hurt her, while my daughter would be sure to catch a bad cold.'by long experience the man knew there was no good saying any more, and with a sigh he told the poor girl she must return to the forest for the axe .",PAQ,test,what did the poor girl return to the forest for?,the axe.,5,5,5,5,4,5,0,1,0
4,19,enchanted-wreath,2,"but the wife answered:'if your daughter is wet already, it is all the more reason that she should go and get the axe. besides, she is a great strong girl, and a little rain will not hurt her, while my daughter would be sure to catch a bad cold.'by long experience the man knew there was no good saying any more, and with a sigh he told the poor girl she must return to the forest for the axe .",PAQ,test,what did the poor girl return to the forest for?,the axe.,5,5,5,5,5,5,0,0,0
0,20,enchanted-wreath,2,"but the wife answered:'if your daughter is wet already, it is all the more reason that she should go and get the axe. besides, she is a great strong girl, and a little rain will not hurt her, while my daughter would be sure to catch a bad cold.'by long experience the man knew there was no good saying any more, and with a sigh he told the poor girl she must return to the forest for the axe .",PAQ,test,what did val say would not hurt her?,a little rain.,3,5,5,3,4,5,0,1,0
4,20,enchanted-wreath,2,"but the wife answered:'if your daughter is wet already, it is all the more reason that she should go and get the axe. besides, she is a great strong girl, and a little rain will not hurt her, while my daughter would be sure to catch a bad cold.'by long experience the man knew there was no good saying any more, and with a sigh he told the poor girl she must return to the forest for the axe .",PAQ,test,what did val say would not hurt her?,a little rain.,3,5,5,5,3,4,2,2,1
0,21,enchanted-wreath,2,"but the wife answered:'if your daughter is wet already, it is all the more reason that she should go and get the axe. besides, she is a great strong girl, and a little rain will not hurt her, while my daughter would be sure to catch a bad cold.'by long experience the man knew there was no good saying any more, and with a sigh he told the poor girl she must return to the forest for the axe .",Ours,test,who was the daughter?,a great strong girl.,5,3,5,5,2,2,0,1,3
4,21,enchanted-wreath,2,"but the wife answered:'if your daughter is wet already, it is all the more reason that she should go and get the axe. besides, she is a great strong girl, and a little rain will not hurt her, while my daughter would be sure to catch a bad cold.'by long experience the man knew there was no good saying any more, and with a sigh he told the poor girl she must return to the forest for the axe .",Ours,test,who was the daughter?,a great strong girl.,4,3,5,5,2,3,1,1,2
0,22,enchanted-wreath,2,"but the wife answered:'if your daughter is wet already, it is all the more reason that she should go and get the axe. besides, she is a great strong girl, and a little rain will not hurt her, while my daughter would be sure to catch a bad cold.'by long experience the man knew there was no good saying any more, and with a sigh he told the poor girl she must return to the forest for the axe .",Ours,test,what would the daughter catch from being wet?,a bad cold.,5,5,5,5,4,5,0,1,0
4,22,enchanted-wreath,2,"but the wife answered:'if your daughter is wet already, it is all the more reason that she should go and get the axe. besides, she is a great strong girl, and a little rain will not hurt her, while my daughter would be sure to catch a bad cold.'by long experience the man knew there was no good saying any more, and with a sigh he told the poor girl she must return to the forest for the axe .",Ours,test,what would the daughter catch from being wet?,a bad cold.,5,5,5,5,5,5,0,0,0
0,23,enchanted-wreath,2,"but the wife answered:'if your daughter is wet already, it is all the more reason that she should go and get the axe. besides, she is a great strong girl, and a little rain will not hurt her, while my daughter would be sure to catch a bad cold.'by long experience the man knew there was no good saying any more, and with a sigh he told the poor girl she must return to the forest for the axe .",Ours,test,what did the daughter need to return home for?,the axe.,5,5,5,5,1,1,0,4,4
4,23,enchanted-wreath,2,"but the wife answered:'if your daughter is wet already, it is all the more reason that she should go and get the axe. besides, she is a great strong girl, and a little rain will not hurt her, while my daughter would be sure to catch a bad cold.'by long experience the man knew there was no good saying any more, and with a sigh he told the poor girl she must return to the forest for the axe .",Ours,test,what did the daughter need to return home for?,the axe.,5,2,2,5,2,2,0,0,0
0,24,enchanted-wreath,3,"the walk took some time, for it was very dark, and her shoes often stuck in the mud, but she was brave as well as beautiful and never thought of turning back merely because the path was both difficult and unpleasant. at last, with her dress torn by brambles that she could not see, and her fact scratched by the twigs on the trees, she reached the spot where she and her father had been cutting in the morning, and found the axe in the place he had left it. to her surprise, three little doves were sitting on the handle, all of them looking very sad .",groundtruth,test,how did the man's daughter feel about seeing the three little doves ?,surprised .,5,5,5,5,5,5,0,0,0
4,24,enchanted-wreath,3,"the walk took some time, for it was very dark, and her shoes often stuck in the mud, but she was brave as well as beautiful and never thought of turning back merely because the path was both difficult and unpleasant. at last, with her dress torn by brambles that she could not see, and her fact scratched by the twigs on the trees, she reached the spot where she and her father had been cutting in the morning, and found the axe in the place he had left it. to her surprise, three little doves were sitting on the handle, all of them looking very sad .",groundtruth,test,how did the man's daughter feel about seeing the three little doves ?,surprised .,5,5,5,5,5,5,0,0,0
0,25,enchanted-wreath,3,"the walk took some time, for it was very dark, and her shoes often stuck in the mud, but she was brave as well as beautiful and never thought of turning back merely because the path was both difficult and unpleasant. at last, with her dress torn by brambles that she could not see, and her fact scratched by the twigs on the trees, she reached the spot where she and her father had been cutting in the morning, and found the axe in the place he had left it. to her surprise, three little doves were sitting on the handle, all of them looking very sad .",groundtruth,test,how did the three little doves look when the man's daughter saw them on the axe ?,very sad .,5,5,5,5,5,5,0,0,0
4,25,enchanted-wreath,3,"the walk took some time, for it was very dark, and her shoes often stuck in the mud, but she was brave as well as beautiful and never thought of turning back merely because the path was both difficult and unpleasant. at last, with her dress torn by brambles that she could not see, and her fact scratched by the twigs on the trees, she reached the spot where she and her father had been cutting in the morning, and found the axe in the place he had left it. to her surprise, three little doves were sitting on the handle, all of them looking very sad .",groundtruth,test,how did the three little doves look when the man's daughter saw them on the axe ?,very sad .,5,5,5,5,5,5,0,0,0
0,26,enchanted-wreath,3,"the walk took some time, for it was very dark, and her shoes often stuck in the mud, but she was brave as well as beautiful and never thought of turning back merely because the path was both difficult and unpleasant. at last, with her dress torn by brambles that she could not see, and her fact scratched by the twigs on the trees, she reached the spot where she and her father had been cutting in the morning, and found the axe in the place he had left it. to her surprise, three little doves were sitting on the handle, all of them looking very sad .",PAQ,test,who was sitting on the handle of val's axe?,three little doves.,3,5,5,4,5,5,1,0,0
4,26,enchanted-wreath,3,"the walk took some time, for it was very dark, and her shoes often stuck in the mud, but she was brave as well as beautiful and never thought of turning back merely because the path was both difficult and unpleasant. at last, with her dress torn by brambles that she could not see, and her fact scratched by the twigs on the trees, she reached the spot where she and her father had been cutting in the morning, and found the axe in the place he had left it. to her surprise, three little doves were sitting on the handle, all of them looking very sad .",PAQ,test,who was sitting on the handle of val's axe?,three little doves.,5,5,5,5,3,4,0,2,1
0,27,enchanted-wreath,3,"the walk took some time, for it was very dark, and her shoes often stuck in the mud, but she was brave as well as beautiful and never thought of turning back merely because the path was both difficult and unpleasant. at last, with her dress torn by brambles that she could not see, and her fact scratched by the twigs on the trees, she reached the spot where she and her father had been cutting in the morning, and found the axe in the place he had left it. to her surprise, three little doves were sitting on the handle, all of them looking very sad .",PAQ,test,what was val's dress torn by?,brambles.,3,5,5,5,3,5,2,2,0
4,27,enchanted-wreath,3,"the walk took some time, for it was very dark, and her shoes often stuck in the mud, but she was brave as well as beautiful and never thought of turning back merely because the path was both difficult and unpleasant. at last, with her dress torn by brambles that she could not see, and her fact scratched by the twigs on the trees, she reached the spot where she and her father had been cutting in the morning, and found the axe in the place he had left it. to her surprise, three little doves were sitting on the handle, all of them looking very sad .",PAQ,test,what was val's dress torn by?,brambles.,5,5,5,5,3,4,0,2,1
0,28,enchanted-wreath,3,"the walk took some time, for it was very dark, and her shoes often stuck in the mud, but she was brave as well as beautiful and never thought of turning back merely because the path was both difficult and unpleasant. at last, with her dress torn by brambles that she could not see, and her fact scratched by the twigs on the trees, she reached the spot where she and her father had been cutting in the morning, and found the axe in the place he had left it. to her surprise, three little doves were sitting on the handle, all of them looking very sad .",PAQ,test,how many doves were sitting on the handle of val's axe?,three.,3,5,5,5,5,5,2,0,0
4,28,enchanted-wreath,3,"the walk took some time, for it was very dark, and her shoes often stuck in the mud, but she was brave as well as beautiful and never thought of turning back merely because the path was both difficult and unpleasant. at last, with her dress torn by brambles that she could not see, and her fact scratched by the twigs on the trees, she reached the spot where she and her father had been cutting in the morning, and found the axe in the place he had left it. to her surprise, three little doves were sitting on the handle, all of them looking very sad .",PAQ,test,how many doves were sitting on the handle of val's axe?,three.,5,5,5,5,3,4,0,2,1
0,29,enchanted-wreath,3,"the walk took some time, for it was very dark, and her shoes often stuck in the mud, but she was brave as well as beautiful and never thought of turning back merely because the path was both difficult and unpleasant. at last, with her dress torn by brambles that she could not see, and her fact scratched by the twigs on the trees, she reached the spot where she and her father had been cutting in the morning, and found the axe in the place he had left it. to her surprise, three little doves were sitting on the handle, all of them looking very sad .",Ours,test,who were sitting on the handle of her father's axe?,three little doves.,5,5,5,3,5,5,2,0,0
4,29,enchanted-wreath,3,"the walk took some time, for it was very dark, and her shoes often stuck in the mud, but she was brave as well as beautiful and never thought of turning back merely because the path was both difficult and unpleasant. at last, with her dress torn by brambles that she could not see, and her fact scratched by the twigs on the trees, she reached the spot where she and her father had been cutting in the morning, and found the axe in the place he had left it. to her surprise, three little doves were sitting on the handle, all of them looking very sad .",Ours,test,who were sitting on the handle of her father's axe?,three little doves.,4,5,5,5,5,5,1,0,0
0,30,enchanted-wreath,3,"the walk took some time, for it was very dark, and her shoes often stuck in the mud, but she was brave as well as beautiful and never thought of turning back merely because the path was both difficult and unpleasant. at last, with her dress torn by brambles that she could not see, and her fact scratched by the twigs on the trees, she reached the spot where she and her father had been cutting in the morning, and found the axe in the place he had left it. to her surprise, three little doves were sitting on the handle, all of them looking very sad .",Ours,test,who was cutting in the morning?,her father.,5,4,4,3,4,5,2,0,1
4,30,enchanted-wreath,3,"the walk took some time, for it was very dark, and her shoes often stuck in the mud, but she was brave as well as beautiful and never thought of turning back merely because the path was both difficult and unpleasant. at last, with her dress torn by brambles that she could not see, and her fact scratched by the twigs on the trees, she reached the spot where she and her father had been cutting in the morning, and found the axe in the place he had left it. to her surprise, three little doves were sitting on the handle, all of them looking very sad .",Ours,test,who was cutting in the morning?,her father.,5,3,3,4,5,5,1,2,2
0,31,enchanted-wreath,3,"the walk took some time, for it was very dark, and her shoes often stuck in the mud, but she was brave as well as beautiful and never thought of turning back merely because the path was both difficult and unpleasant. at last, with her dress torn by brambles that she could not see, and her fact scratched by the twigs on the trees, she reached the spot where she and her father had been cutting in the morning, and found the axe in the place he had left it. to her surprise, three little doves were sitting on the handle, all of them looking very sad .",Ours,test,what was the girl's shoes stuck in?,the mud.,5,5,5,4,3,5,1,2,0
4,31,enchanted-wreath,3,"the walk took some time, for it was very dark, and her shoes often stuck in the mud, but she was brave as well as beautiful and never thought of turning back merely because the path was both difficult and unpleasant. at last, with her dress torn by brambles that she could not see, and her fact scratched by the twigs on the trees, she reached the spot where she and her father had been cutting in the morning, and found the axe in the place he had left it. to her surprise, three little doves were sitting on the handle, all of them looking very sad .",Ours,test,what was the girl's shoes stuck in?,the mud.,5,5,5,3,5,5,2,0,0
4,125,the-sea-king-gift,17,"there was once a fisherman who was called salmon, and his christian namewas matte. he lived by the shore of the big sea; where else could helive? he had a wife called maie; could you find a better name for her?in winter they dwelt in a little cottage by the shore, but in springthey flitted to a red rock out in the sea and stayed there the wholesummer until it was autumn. the cottage on the rock was even smallerthan the other; it had a wooden bolt instead of an iron lock to thedoor, a stone hearth, a flagstaff, and a weather-cock on the roof.the rock was called ahtola, and was not larger than the market-placeof a town. between the crevices there grew a little rowan tree and fouralder bushes. heaven only knows how they ever came there; perhaps theywere brought by the winter storms. besides that, there flourished sometufts of velvety grass, some scattered reeds, two plants of the yellowherb called tansy, four of a red flower, and a pretty white one; but thetreasures of the rock consisted of three roots of garlic, which maie hadput in a cleft. rock walls sheltered them on the north side, and thesun shone on them on the south. this does not seem much, but it sufficedmaie for a herb plot .",groundtruth,test,"who was called salmon, and his christian name was matte ?",a fisherman .,4,5,5,4,5,5,0,0,0
